Lien,,AuteurÊ,Titre bref,Lieu/Imprimeur,Date,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=317&tbl=gln_edit&no=1458,318,P. Viret,Admonition et consolation aux fideles qui deliberent de sortir d'entre les papistes,"[Ge], [J. Girard].",1547,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=318&tbl=gln_edit&no=1459,319,P. Viret,"De la communication des fideles qui cognoissent la verité de l'Evangile, aux ceremonies des Papistes.","[Ge], [J. Girard].",1547,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=319&tbl=gln_edit&no=1375,320,[P. Viret],De la difference qui est entre les superstitions des anciens payens et les erreurs qui sont entre ceux qui s'appellent chrestiens.,"[Ge], [J. Girard].",1542,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=320&tbl=gln_edit&no=1468,321,P. Viret,De la vertu et usage du ministere de la parolle de Dieu et des sacrements.,"[Ge], [J. Girard].",1548,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=321&tbl=gln_edit&no=1447,322,P. Viret,Dialogues du desordre qui est à present au monde.,"Ge, [J. Girard].",1545,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=322&tbl=gln_edit&no=62,323,P. Viret,"Disputations chrestiennes, avec une epistre de J. Calvin, [1re partie].","Ge, J. Girard.",1544,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=323&tbl=gln_edit&no=1306,324,P. Viret,"Disputations chrestiennes, avec une epistre de J. Calvin, [1re partie].","[Ge], [J. Girard].",1544,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=324&tbl=gln_edit&no=1357,325,[P. Viret],Epistre consolatoire envoyée aux fideles qui souffrent persecution.,"[Ge], [J. Girard].",1541,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=325&tbl=gln_edit&no=6811,326,[P. Viret],Epistre consolatoire envoyée aux fideles qui souffrent persecution.,"[Ge], [J. Girard].",1542,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=326&tbl=gln_edit&no=1400,327,P. Viret,Epistre envoyée aux fideles conversans entre les chrestiens papistiques.,"[Ge], [J. Girard].",1543,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=327&tbl=gln_edit&no=1460,328,P. Viret,Epistre envoyée aux fideles qui conversent entre les papistes. Reveuë et augmentée,"[Ge], [J. Girard].",1547,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=328&tbl=gln_edit&no=1469,329,P. Viret,Exposition familiere de l'oraison de N. S. Jesus Christ.,"Ge, J. Girard.",1548,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=329&tbl=gln_edit&no=4425,330,P. Viret,"Exposition familiere faict par dialogues sur Le Symbole des Apostres, contenant les articles de la Foy, et de la Religion Chrestienne, Reveue et augmentée","Ge, J. Girard.",1550,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=330&tbl=gln_edit&no=1454,331,P. Viret,"Exposition familiere faict par dialogues sur Le Symbole des Apostres, Reveue et augmentée","Ge, J. Girard.",1546,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=331&tbl=gln_edit&no=1428,332,P. Viret,Exposition familiere sur le Symbole des apostres.,"Ge, J. Girard.",1544,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=332&tbl=gln_edit&no=1448,333,P. Viret,Petit traicté de l'usage de la salutation angelique et de l'origine des chapeletz et l'abuz d'iceux,"[Ge], [J. Girard].",1545,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=333&tbl=gln_edit&no=1429,334,P. Viret,Petit traicté de l’usage de la salutation angelique.,"[Ge], [J. Girard].",1544,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=334&tbl=gln_edit&no=1461,335,P. Viret,Remonstrances aux fideles qui conversent entre les papistes.,"Ge, J. Girard.",1547,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=335&tbl=gln_edit&no=1426,336,P. Viret,Seconde partie des disputations chrestiennes,"[Ge], [J. Girard].",1544,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=336&tbl=gln_edit&no=1427,337,P. Viret,Troisiesme partie des disputations chrestiennes,"[Ge], [J. Girard].",1544,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=337&tbl=gln_edit&no=6229,338,P. Wylstet,"Lettres contenant les lamentables inundations advenus, le .V. jour de novembre, par icelles. Flandres, Holande, Zelande.","[Ge], [W. Koeln].",[1530],
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=338&tbl=gln_edit&no=1338,339,U. Zwingli,Brieve et claire exposition de la foy chrestienne. translatée de latin en françoys,"[Ge], [J. Michel].",1539,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=339&tbl=gln_edit&no=1347,340,[J. Œcolampadius],Exposition sur la premiere epistre de S. Jehan Apostre.,"[Ge], [J. Michel].",1540,
