Lien,,Auteur ,Titre bref,Lieu/Imprimeur,Date,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=312&tbl=gln_edit&no=208,313,[J. Calvin],Forma delle preghiere ecclesiastiche,"[Ge], A.  Rivery & Jean Rivery",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=313&tbl=gln_edit&no=241,314,[J. Calvin],Forme des prieres ecclesiastiques,"Ge, J. Crespin.",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=314&tbl=gln_edit&no=242,315,[J. Calvin],Forme des prieres ecclesiastiques,"[Ge], [J. Crespin].",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=315&tbl=gln_edit&no=278,316,[J. Calvin],Forme des prieres ecclesiastiques,"[Ge], A.  Rivery & Jean Rivery",1553,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=316&tbl=gln_edit&no=5916,317,J. Calvin,Forme des prieres ecclesiastiques,"[Ge], R. Estienne.",1553,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=317&tbl=gln_edit&no=360,318,[J. Calvin],Forme des prières ecclésiastiques,"[Ge], Z. Durant.",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=318&tbl=gln_edit&no=551,319,[J. Calvin],Forme des prieres ecclesiastiques,"[Ge], S. Du Bosc.",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=319&tbl=gln_edit&no=1112,320,[J. Calvin],Forme des prieres ecclesiastiques,"[Ge], S. Du Bosc.",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=320&tbl=gln_edit&no=6317,321,[J. Calvin],Forme des prieres ecclesiastiques,"[Ge], [A. Reboul].",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=321&tbl=gln_edit&no=172,322,[J. Calvin],Forme des Prieres ecclesiastiques.,"[Ge], [J. Girard].",[± 1550],,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=322&tbl=gln_edit&no=7001,323,[J. Calvin],Forme des Prieres ecclesiastiques.,"Ge, [A.  Rivery & Jean Rivery] ",1550,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=323&tbl=gln_edit&no=5932,324,[J. Calvin],Forme des prieres ecclesiastiques. (Catechisme).,"[Ge], [P. J. Poullain & Antoine Reboul] ",[1557],,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=324&tbl=gln_edit&no=1186,325,[J. Calvin],Forme des prières.,"[Ge], J. Rivery.",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=325&tbl=gln_edit&no=372,326,[J. Calvin],"Forme of prayers and ministration of sacrements, used in the Englishe congregation at Geneva. (One and fiftie psalmes in Englishe metre. Catechisme).","Ge, J. Crespin.",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=326&tbl=gln_edit&no=410,327,[J. Calvin],Forme of prayers and ministration of the sacraments. 62 psalms. Catechisme,"Ge, P. J. Poullain & Antoine Reboul",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=327&tbl=gln_edit&no=236,328,J. Calvin,Formula sacramentorum administrandorum nunc in latinum conversa,"Ge, J. Crespin.",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=328&tbl=gln_edit&no=327,329,J. Calvin,"Harmonia ex tribus evangelistis composita, Matthæo, Marco & Luca : adiuncto seorsum Iohanne. Cum Joh. Caluini commentarjis.","[Ge], R. Estienne.",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=329&tbl=gln_edit&no=451,330,J. Calvin,Harmonia ex tribus evangelistis. adiuncto seorsum Ioanne,"[Ge], R. Estienne.",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=330&tbl=gln_edit&no=272,331,J. Calvin,Homiliæ quatuor et explanatio Ps. 87. Traduit par Claude Baduel,"Ge, J. Crespin.",1553,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=331&tbl=gln_edit&no=361,332,J. Calvin,Homiliæ sive Conciones VII,"[Ge], J. Crespin.",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=332&tbl=gln_edit&no=5925,333,J. Calvin,"Huit sermons de maistre Jean Calvin, traictans fort utiles pour nostre temps","[Ge], A. Cercia.",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=333&tbl=gln_edit&no=273,334,J. Calvin,In evangelium secundum Johannem commentarius,"[Ge], R. Estienne.",1553,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=334&tbl=gln_edit&no=385,335,J. Calvin,In Hoseam prophetam prælectiones,"Ge, C. Badius.",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=335&tbl=gln_edit&no=378,336,J. Calvin,In librum psalmorum Commentarius,"[Ge], R. Estienne.",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=336&tbl=gln_edit&no=362,337,J. Calvin,"In omnes Pauli epistolas atque etiam in epist. ad Hebræos, item in canonicas Commentarii","[Ge], R. Estienne.",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=337&tbl=gln_edit&no=191,338,J. Calvin,In omnes Pauli epistolas atque etiam in epistolam ad Hebræos commentaria,"Ge, J. Girard.",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=338&tbl=gln_edit&no=379,339,J. Calvin,In omnes Pauli epistolas atque etiam in epistolam ad Hebræos commentarii,"[Ge], J. Crespin.",1557[-1563],,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=339&tbl=gln_edit&no=294,340,J. Calvin,"In primum Mosis librum, qui Genesis vulgo dicitur, commentarius","[Ge], R. Estienne.",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=340&tbl=gln_edit&no=424,341,J. Calvin,Institutio christianæ religionis,"[Ge], R. Estienne.",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=341&tbl=gln_edit&no=6877,342,J. Calvin,Institutio christianæ religionis,"Ge, R. Estienne.",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=342&tbl=gln_edit&no=295,343,J. Calvin,Institutio christianæ religionis. (Catechismus).,"Ge, A.  Rivery & Jean Rivery",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=343&tbl=gln_edit&no=296,344,J. Calvin,Institutio christianæ religionis. (Catechismus).,"[Ge], A.  Rivery & Jean Rivery",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=344&tbl=gln_edit&no=274,345,J. Calvin,Institutio christianæ religionis. Catechismus,"[Ge], R. Estienne.",1553,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=345&tbl=gln_edit&no=173,346,J. Calvin,Institutio totius christianæ religionis. Catechismus,"Ge, J. Girard.",1550,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=346&tbl=gln_edit&no=275,347,J. Calvin,Institution de la religion chrestienne,"Ge, J. Girard.",1553,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=347&tbl=gln_edit&no=276,348,J. Calvin,Institution de la religion chrestienne,"[Ge], J. Girard.",1553,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=348&tbl=gln_edit&no=297,349,J. Calvin,Institution de la religion chrestienne,"Ge, P. Hamelin.",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=349&tbl=gln_edit&no=298,350,J. Calvin,Institution de la religion chrestienne,"[Ge], P. Hamelin.",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=350&tbl=gln_edit&no=380,351,J. Calvin,Institution de la religion chrestienne,"[Ge], F. Jaquy, Antoine Davodeau & Jacques Bourgeois",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=351&tbl=gln_edit&no=1301,352,J. Calvin,Institution de la religion chrestienne,"Ge, F. Jaquy, Antoine Davodeau & Jacques Bourgeois",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=352&tbl=gln_edit&no=454,353,J. Calvin,Institution de la religion chrestienne,"Ge, J. Crespin.",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=353&tbl=gln_edit&no=1189,354,J. Calvin,Institution de la religion chrestienne,"Ge, J. Crespin.",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=354&tbl=gln_edit&no=202,355,J. Calvin,Institution de la religion chrestienne.,"Ge, J. Girard.",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=355&tbl=gln_edit&no=381,356,J. Calvin,"Institutione della religion christiana, traduit par Giulio Cesare P[ascali]","Ge, F. Jaquy, Antoine Davodeau & Jacques Bourgeois",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=356&tbl=gln_edit&no=458,357,J. Calvin,"Leçons et expositions familieres sur les douze petits prophetes, traduites du latin","Ge, N. Barbier & Thomas Courteau",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=357&tbl=gln_edit&no=382,358,J. Calvin,Leçons sur le prophete Hosée,"Ge, C. Badius.",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=358&tbl=gln_edit&no=399,359,J. Calvin,Livre des pseaumes exposé,"[Ge], C. Badius.",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=359&tbl=gln_edit&no=253,360,J. Calvin,"Opuscula omnia in unum volumen collecta, édité par Nicolas Des Gallars","Ge, J. Girard.",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=360&tbl=gln_edit&no=254,361,J. Calvin,"Opuscula omnia in unum volumen collecta, édité par Nicolas Des Gallars","[Ge], [J. Girard].",[1552],,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=361&tbl=gln_edit&no=403,362,[J. Calvin],Petit traicté monstrant que doit faire un homme fidele. Ensemble l'Excuse aux Nicodémites,"[Ge], J. Bonnefoy.",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=362&tbl=gln_edit&no=220,363,J. Calvin,Petit traicté mostrant que doit faire un homme fidele : Ensemble l'Excuse faicte aux Nicodemites,"[Ge], J. Girard.",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=363&tbl=gln_edit&no=404,364,J. Calvin,"Plusieurs sermons touchant la divinité, humanité et nativité de N.S.J.C.","[Ge], C. Badius.",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=364&tbl=gln_edit&no=6446,365,J. Calvin,"Plusieurs sermons touchant la divinité, humanité et nativité de N.S.J.C.","[Ge], C. Badius.",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=365&tbl=gln_edit&no=246,366,J. Calvin,Premier livre des Commentaires sur les Actes des Apostres,"Ge, P. Hamelin.",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=366&tbl=gln_edit&no=1264,367,J. Calvin,Premier livre des Commentaires sur les Actes des Apostres,"[Ge], [P. Hamelin].",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=367&tbl=gln_edit&no=433,368,J. Calvin,Prælectiones in duodecim prophetas quos vocant minores,"Ge, J. Crespin.",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=368&tbl=gln_edit&no=400,369,J. Calvin,Psaultier declare par annotations extraites des commentaires de M. Jean Calvin,"[Ge], J. Crespin.",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=369&tbl=gln_edit&no=406,370,J. Calvin,Psychopannychie,"[Ge], C. Badius.",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=370&tbl=gln_edit&no=407,371,J. Calvin,Psychopannychie,"[Ge], C. Badius.",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=371&tbl=gln_edit&no=344,372,J. Calvin,Quatre sermons avec exposition du Pseaume 87,"[Ge], Z. Durant.",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=372&tbl=gln_edit&no=258,373,J. Calvin,Quatre sermons fort utiles pour nostre temps avec exposition du Pseaume 87,"[Ge], R. Estienne.",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=373&tbl=gln_edit&no=462,374,J. Calvin,Responce aux calomnies de Pighius,"[Ge], F. Jaquy, Antoine Davodeau & Jacques Bourgeois",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=374&tbl=gln_edit&no=1304,375,J. Calvin,"Response à certaines calomnies, dont quelques malins s'efforcent de rendre odieuse la doctrine de la predestination.","[Ge], [J. Crespin].",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=375&tbl=gln_edit&no=1969,376,[J. Calvin],Response a un plaidoyer faict par un advocat de Paris,"[Ge], [J. Crespin].",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=376&tbl=gln_edit&no=434,377,J. Calvin & al.,"Response aux argumens et calomnies d'un qui s'efforce de renverser la doctrine de la providence, traduit en françois.","[Ge], C. Badius.",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=377&tbl=gln_edit&no=302,378,J. Calvin,Second livre des Commentaires sur les Actes des Apostres,"Ge, P. Hamelin.",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=378&tbl=gln_edit&no=1292,379,J. Calvin,Second livre des Commentaires sur les Actes des Apostres,"[Ge], P. Hamelin.",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=379&tbl=gln_edit&no=371,380,J. Calvin,Secunda defensio contra Westphali calumnias,"[Ge], J. Crespin.",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=380&tbl=gln_edit&no=5926,381,J. Calvin,Sermons sur le Cantique que feit le bon roy Ezechias,"[Ge], C. Badius.",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=381&tbl=gln_edit&no=408,382,J. Calvin,Sermons sur le dixieme et le onzieme chapitre de la premiere epistre aux Corinthiens,"[Ge], C. Badius.",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=382&tbl=gln_edit&no=387,383,J. Calvin,Sermons sur les dix commandemens,"Ge, C. Badius.",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=383&tbl=gln_edit&no=409,384,J. Calvin,Sermons sur les dix commandemens,"Ge, C. Badius.",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=384&tbl=gln_edit&no=435,385,J. Calvin,Sermons sur les dix commandemens,"Ge, É. Anastaise.",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=385&tbl=gln_edit&no=345,386,J. Calvin,Six sermons a scavoir quatre exhortatifs et deux où il est traicté du seul moyenneur,"[Ge], P. J. Poullain & René Houdouyn",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=386&tbl=gln_edit&no=308,387,J. Calvin,Traicté des bénéfices,"Ge, J. Girard.",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=387&tbl=gln_edit&no=175,388,J. Calvin,Traicté tresexcellent de la vie Chrestienne.,"Ge, J. Crespin & Conrad Badius",1550,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=388&tbl=gln_edit&no=260,389,[J. Calvin],"Traicté tresexcellent de la vie Chrestienne. Qui est comme une Instruction et Formulaire, à tous ceux qui font profession de Chrestienté, pour reigler leur vie","[Ge], [J. Crespin].",1552 (-1551),,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=389&tbl=gln_edit&no=467,390,J. Calvin,Traité de la predestination eternelle de Dieu. Item treze sermons de l'election gratuite de Dieu.,"[Ge], A. Cercia.",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=390&tbl=gln_edit&no=468,391,J. Calvin,Traité de la predestination eternelle de Dieu. Item treze sermons de l'election gratuite de Dieu.,"[Ge], J. Durant.",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=391&tbl=gln_edit&no=390,392,J. Calvin,Ultima admonitio ad Westphalum,"[Ge], J. Crespin.",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=392&tbl=gln_edit&no=310,393,J. Calvin,Vingt deux sermons auxquels est exposé le Pseaume 119,"Ge, J. Girard.",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=393&tbl=gln_edit&no=311,394,J. Calvin,Vingt deux sermons auxquels est exposé le Pseaume 119,"Ge, [Z. Durant].",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=394&tbl=gln_edit&no=312,395,[J. Calvin],Vingt deux sermons auxquels est exposé le Pseaume 119,"[Ge], [J. Girard].",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=395&tbl=gln_edit&no=6762,396,[J. Calvin],"[Forme of prayers and ministration of the sacraments, &c. 87 psalms.] Catechisme or manner to teach children the christian religion.","[Ge], Z. Durant.",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=396&tbl=gln_edit&no=389,397,[J. Calvin],[Forme of prayers and ministration of the sacraments],"[Ge], [M. Blanchier ?].",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=397&tbl=gln_edit&no=306,398,[J. Calvin],{Sefer _innuk be_ire yah}. [Rudimenta fidei christianæ hebraicis litteris],"[Ge], R. Estienne.",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=398&tbl=gln_edit&no=6311,399,[J. Calvin],Forme des prieres,"[Ge], S. Du Bosc & Guillaume Guéroult.",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=399&tbl=gln_edit&no=6099,400,Carminum,"Carminum poetarum novem, lyricæ pose<ô>s principum fragmenta","[Ge], H. II Estienne, , typographe d’Ulrich Fugger",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=400&tbl=gln_edit&no=1360,401,S. Castellion,Dialogi sacri latino gallici.,"[Ge], [J. Girard].",[1542] « 1553 »,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=401&tbl=gln_edit&no=2178,402,Cato,Disticha moralia,"[Ge], R. Estienne.",[1556 ?] « 1561 »,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=402&tbl=gln_edit&no=2144,403,B. Causse,Vray bouclier de la foy chrestienne,"[Ge], Z. Durant.",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=403&tbl=gln_edit&no=2083,404,[B. Causse],"Vray bouclier de la foy chrestienne, mis par dialogues. 3e éd.","[Ge], Z. Durant.",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=404&tbl=gln_edit&no=2023,405,B. Causse,Vray bouclier de la foy chrestienne. 2de éd.,"[Ge], J. Crespin.",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=405&tbl=gln_edit&no=1981,406,Censura,Censura decani et facultatis theologiæ parisiensis,"[Ge], [J. Crespin & Nicolas Barbier] ",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=406&tbl=gln_edit&no=1991,407,A. Chanorrier,Légende des prestres et des moines composée en rimes et divisée par chapitres,"[Ge], [Z. Durant ?].",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=407&tbl=gln_edit&no=2145,408,A. Chanorrier,Légende dorée des prestres et des moines descouvrant leurs impietez secretes,"[Ge], [Z. Durant].",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=408&tbl=gln_edit&no=5934,409,A. R. Chevallier,Praxis rudimentorum hebraicæ linguæ.,"[Ge], J. Crespin.",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=409&tbl=gln_edit&no=6878,410,A. R. Chevallier,{Peta_ 'ohel mo'ed}. Rudimenta hebraicæ linguæ. (Grammatica enarratio in psalm. XXV).,"[Ge], J. Crespin.",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=410&tbl=gln_edit&no=1663,411,A. R. Chevallier,{Peta_ 'ohel mo'ed}. Rudimenta hebraicæ linguæ. (Grammatica enarratio in psalm. XXV).,"[Ge], J. Crespin.",1561 (-1560),,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=411&tbl=gln_edit&no=1662,412,A. R. Chevallier,{Peta_ 'ohel mo'ed}. Rudimenta hebraicæ linguæ. Grammatica enarratio in psalm. XXV.,"[Ge], J. Crespin.",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=412&tbl=gln_edit&no=1892,413,Chrétienne,Chrestienne instruction touchant la pompe et excez des hommes.,"[Ly ?], s.n..",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=413&tbl=gln_edit&no=1568,414,N. Clenardus,Institutiones absolutissimæ in græcam linguam,"[Ge], J. Crespin.",1553,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=414&tbl=gln_edit&no=1977,415,N. Clenardus & al.,Meditationes græcanicæ in artem grammaticam. (Annotationes in grammaticam græcam Clenardi),"[Ge], J. Crespin.",1554,,,
